"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2020-01-15 10:21:06,TRUE,FALSE,0,TRUE,2020-01-15 10:36:47,0
2020-01-16 01:52:16,FALSE,FALSE,0,FALSE,2020-01-16 01:52:16,0
2020-01-16 10:52:02,TRUE,FALSE,0,FALSE,2020-01-16 10:52:02,0
2020-01-17 02:17:16,FALSE,FALSE,0,FALSE,2020-01-17 02:17:16,0
2020-01-17 10:57:59,TRUE,FALSE,0,FALSE,2020-01-17 10:57:59,0
2020-01-18 02:52:16,FALSE,FALSE,0,FALSE,2020-01-18 02:52:16,0
2020-01-18 10:49:53,TRUE,FALSE,0,FALSE,2020-01-18 10:49:53,0
2020-01-19 03:14:48,FALSE,FALSE,0,FALSE,2020-01-19 03:14:48,0
2020-01-19 09:59:53,TRUE,FALSE,0,FALSE,2020-01-19 09:59:53,0
2020-01-20 04:29:10,FALSE,FALSE,0,FALSE,2020-01-20 04:29:10,0
2020-01-20 09:02:59,TRUE,FALSE,0,FALSE,2020-01-20 09:02:59,0
2020-01-21 06:12:16,FALSE,FALSE,0,FALSE,2020-01-21 06:12:16,0
2020-01-21 09:04:53,TRUE,FALSE,0,FALSE,2020-01-21 09:04:53,0
2020-01-22 06:22:16,FALSE,FALSE,0,FALSE,2020-01-22 06:22:16,0
2020-01-22 09:49:53,TRUE,FALSE,0,FALSE,2020-01-22 09:49:53,0
2020-01-23 06:37:16,FALSE,FALSE,0,FALSE,2020-01-23 06:37:16,0
2020-01-23 12:07:59,TRUE,FALSE,0,FALSE,2020-01-23 12:07:59,0
2020-01-24 05:42:16,FALSE,FALSE,0,FALSE,2020-01-24 05:42:16,0
2020-01-24 11:49:53,TRUE,FALSE,0,FALSE,2020-01-24 11:49:53,0
2020-01-25 04:34:10,FALSE,FALSE,0,FALSE,2020-01-25 04:34:10,0
2020-01-25 10:59:53,TRUE,FALSE,0,FALSE,2020-01-25 10:59:53,0
2020-01-26 03:35:26,FALSE,FALSE,0,FALSE,2020-01-26 03:35:26,0
2020-01-26 10:19:53,TRUE,FALSE,0,FALSE,2020-01-26 10:19:53,0
2020-01-27 02:59:10,FALSE,FALSE,0,FALSE,2020-01-27 02:59:10,0
2020-01-27 09:39:53,TRUE,FALSE,0,FALSE,2020-01-27 09:39:53,0
2020-01-28 01:52:16,FALSE,FALSE,0,FALSE,2020-01-28 01:52:16,0
2020-01-28 09:47:21,TRUE,FALSE,0,FALSE,2020-01-28 09:47:21,0
2020-01-29 01:14:48,FALSE,FALSE,0,FALSE,2020-01-29 01:14:48,0
2020-01-29 10:07:21,TRUE,FALSE,0,FALSE,2020-01-29 10:07:21,0
2020-01-30 01:00:00,FALSE,FALSE,0,TRUE,2020-01-30 00:44:29,0
2020-02-06 10:17:03,TRUE,FALSE,0,TRUE,2020-02-06 10:44:00,0
2020-02-07 00:57:16,FALSE,FALSE,0,FALSE,2020-02-07 00:57:16,0
2020-02-07 10:17:02,TRUE,FALSE,0,FALSE,2020-02-07 10:17:02,0
2020-02-08 00:59:48,FALSE,FALSE,0,FALSE,2020-02-08 00:59:48,0
2020-02-08 10:12:21,TRUE,FALSE,0,FALSE,2020-02-08 10:12:21,0
2020-02-09 00:59:10,FALSE,FALSE,0,FALSE,2020-02-09 00:59:10,0
2020-02-09 10:07:21,TRUE,FALSE,0,FALSE,2020-02-09 10:07:21,0
2020-02-10 00:39:48,FALSE,FALSE,0,FALSE,2020-02-10 00:39:48,0
2020-02-10 09:44:53,TRUE,FALSE,0,FALSE,2020-02-10 09:44:53,0
2020-02-11 00:50:07,FALSE,FALSE,0,FALSE,2020-02-11 00:50:07,0
2020-02-11 09:52:02,TRUE,FALSE,0,FALSE,2020-02-11 09:52:02,0
2020-02-12 01:22:16,FALSE,FALSE,0,FALSE,2020-02-12 01:22:16,0
2020-02-12 09:54:53,TRUE,FALSE,0,FALSE,2020-02-12 09:54:53,0
2020-02-13 01:00:19,FALSE,FALSE,0,FALSE,2020-02-13 01:00:19,0
2020-02-13 10:27:21,TRUE,FALSE,0,FALSE,2020-02-13 10:27:21,0
2020-02-14 00:59:10,FALSE,FALSE,0,FALSE,2020-02-14 00:59:10,0
2020-02-14 10:24:53,TRUE,FALSE,0,FALSE,2020-02-14 10:24:53,0
2020-02-15 00:44:10,FALSE,FALSE,0,FALSE,2020-02-15 00:44:10,0
2020-02-15 10:17:59,TRUE,FALSE,0,FALSE,2020-02-15 10:17:59,0
2020-02-16 00:34:48,FALSE,FALSE,0,FALSE,2020-02-16 00:34:48,0
2020-02-16 10:17:59,TRUE,FALSE,0,FALSE,2020-02-16 10:17:59,0
2020-02-17 00:34:48,FALSE,FALSE,0,FALSE,2020-02-17 00:34:48,0
2020-02-17 10:17:21,TRUE,FALSE,0,FALSE,2020-02-17 10:17:21,0
2020-02-18 00:54:48,FALSE,FALSE,0,FALSE,2020-02-18 00:54:48,0
2020-02-18 10:27:59,TRUE,FALSE,0,FALSE,2020-02-18 10:27:59,0
2020-02-19 00:42:16,FALSE,FALSE,0,FALSE,2020-02-19 00:42:16,0
2020-02-19 10:12:59,TRUE,FALSE,0,FALSE,2020-02-19 10:12:59,0
2020-02-20 00:29:10,FALSE,FALSE,0,FALSE,2020-02-20 00:29:10,0
2020-02-20 09:52:59,TRUE,FALSE,0,FALSE,2020-02-20 09:52:59,0
2020-02-21 00:24:48,FALSE,FALSE,0,FALSE,2020-02-21 00:24:48,0
2020-02-21 10:12:21,TRUE,FALSE,0,FALSE,2020-02-21 10:12:21,0
2020-02-22 00:37:16,FALSE,FALSE,0,FALSE,2020-02-22 00:37:16,0
2020-02-22 10:19:53,TRUE,FALSE,0,FALSE,2020-02-22 10:19:53,0
2020-02-23 00:44:48,FALSE,FALSE,0,FALSE,2020-02-23 00:44:48,0
2020-02-23 10:37:59,TRUE,FALSE,0,FALSE,2020-02-23 10:37:59,0
2020-02-24 00:27:16,FALSE,FALSE,0,FALSE,2020-02-24 00:27:16,0
2020-02-24 10:19:53,TRUE,FALSE,0,FALSE,2020-02-24 10:19:53,0
2020-02-25 00:24:48,FALSE,FALSE,0,FALSE,2020-02-25 00:24:48,0
2020-02-25 10:07:59,TRUE,FALSE,0,FALSE,2020-02-25 10:07:59,0
2020-02-26 00:29:48,FALSE,FALSE,0,FALSE,2020-02-26 00:29:48,0
2020-02-26 10:04:53,TRUE,FALSE,0,FALSE,2020-02-26 10:04:53,0
2020-02-27 00:35:07,FALSE,FALSE,0,FALSE,2020-02-27 00:35:07,0
2020-02-27 10:36:50,TRUE,FALSE,0,FALSE,2020-02-27 10:36:50,0
2020-02-28 00:34:48,FALSE,FALSE,0,FALSE,2020-02-28 00:34:48,0
2020-02-28 10:52:59,TRUE,FALSE,0,FALSE,2020-02-28 10:52:59,0
2020-02-29 00:37:16,FALSE,FALSE,0,FALSE,2020-02-29 00:37:16,0
2020-02-29 10:42:59,TRUE,FALSE,0,FALSE,2020-02-29 10:42:59,0
2020-03-01 00:29:10,FALSE,FALSE,0,FALSE,2020-03-01 00:29:10,0
2020-03-01 10:37:21,TRUE,FALSE,0,FALSE,2020-03-01 10:37:21,0
2020-03-02 00:05:19,FALSE,FALSE,0,FALSE,2020-03-02 00:05:19,0
2020-03-02 10:16:50,TRUE,FALSE,0,FALSE,2020-03-02 10:16:50,0
2020-03-03 00:09:10,FALSE,FALSE,0,FALSE,2020-03-03 00:09:10,0
2020-03-03 10:07:02,TRUE,FALSE,0,FALSE,2020-03-03 10:07:02,0
2020-03-04 00:05:07,FALSE,FALSE,0,FALSE,2020-03-04 00:05:07,0
2020-03-04 10:21:33,TRUE,FALSE,0,FALSE,2020-03-04 10:21:33,0
2020-03-05 00:14:48,FALSE,FALSE,0,FALSE,2020-03-05 00:14:48,0
2020-03-05 10:52:21,TRUE,FALSE,0,FALSE,2020-03-05 10:52:21,0
2020-03-06 00:20:19,FALSE,FALSE,0,FALSE,2020-03-06 00:20:19,0
2020-03-06 10:42:59,TRUE,FALSE,0,FALSE,2020-03-06 10:42:59,0
2020-03-06 23:55:07,FALSE,FALSE,0,FALSE,2020-03-06 23:55:07,0
2020-03-07 10:16:43,TRUE,FALSE,0,FALSE,2020-03-07 10:16:43,0
2020-03-07 23:54:48,FALSE,FALSE,0,FALSE,2020-03-07 23:54:48,0
2020-03-08 10:16:50,TRUE,FALSE,0,FALSE,2020-03-08 10:16:50,0
2020-03-09 00:05:19,FALSE,FALSE,0,FALSE,2020-03-09 00:05:19,0
2020-03-09 10:12:59,TRUE,FALSE,0,FALSE,2020-03-09 10:12:59,0
2020-03-09 23:52:16,FALSE,FALSE,0,FALSE,2020-03-09 23:52:16,0
2020-03-10 10:22:59,TRUE,FALSE,0,FALSE,2020-03-10 10:22:59,0
2020-03-11 00:09:10,FALSE,FALSE,0,FALSE,2020-03-11 00:09:10,0
2020-03-11 10:32:59,TRUE,FALSE,0,FALSE,2020-03-11 10:32:59,0
2020-03-12 00:30:07,FALSE,FALSE,0,FALSE,2020-03-12 00:30:07,0
2020-03-12 10:44:53,TRUE,FALSE,0,FALSE,2020-03-12 10:44:53,0
2020-03-13 00:24:10,FALSE,FALSE,0,FALSE,2020-03-13 00:24:10,0
2020-03-13 10:47:59,TRUE,FALSE,0,FALSE,2020-03-13 10:47:59,0
2020-03-14 00:00:07,FALSE,FALSE,0,FALSE,2020-03-14 00:00:07,0
2020-03-14 10:27:21,TRUE,FALSE,0,FALSE,2020-03-14 10:27:21,0
2020-03-14 23:50:19,FALSE,FALSE,0,FALSE,2020-03-14 23:50:19,0
2020-03-15 10:17:21,TRUE,FALSE,0,FALSE,2020-03-15 10:17:21,0
2020-03-15 23:57:16,FALSE,FALSE,0,FALSE,2020-03-15 23:57:16,0
2020-03-16 10:29:53,TRUE,FALSE,0,FALSE,2020-03-16 10:29:53,0
2020-03-17 00:12:16,FALSE,FALSE,0,FALSE,2020-03-17 00:12:16,0
2020-03-17 11:02:02,TRUE,FALSE,0,FALSE,2020-03-17 11:02:02,0
2020-03-18 00:08:30,FALSE,FALSE,0,TRUE,2020-03-17 23:53:55,0
2020-03-19 11:04:48,TRUE,FALSE,0,TRUE,2020-03-19 11:34:34,0
2020-03-20 00:04:48,FALSE,FALSE,0,FALSE,2020-03-20 00:04:48,0
2020-03-20 10:52:21,TRUE,FALSE,0,FALSE,2020-03-20 10:52:21,0
2020-03-20 23:50:26,FALSE,FALSE,0,FALSE,2020-03-20 23:50:26,0
2020-03-21 10:39:53,TRUE,FALSE,0,FALSE,2020-03-21 10:39:53,0
2020-03-21 23:35:26,FALSE,FALSE,0,FALSE,2020-03-21 23:35:26,0
2020-03-22 10:39:53,TRUE,FALSE,0,FALSE,2020-03-22 10:39:53,0
2020-03-22 23:34:10,FALSE,FALSE,0,FALSE,2020-03-22 23:34:10,0
2020-03-23 10:41:50,TRUE,FALSE,0,FALSE,2020-03-23 10:41:50,0
2020-03-23 23:47:16,FALSE,FALSE,0,FALSE,2020-03-23 23:47:16,0
2020-03-24 10:46:43,TRUE,FALSE,0,FALSE,2020-03-24 10:46:43,0
2020-03-24 23:59:48,FALSE,FALSE,0,FALSE,2020-03-24 23:59:48,0
2020-03-25 10:39:53,TRUE,FALSE,0,FALSE,2020-03-25 10:39:53,0
2020-03-25 23:29:48,FALSE,FALSE,0,FALSE,2020-03-25 23:29:48,0
2020-03-26 10:57:59,TRUE,FALSE,0,FALSE,2020-03-26 10:57:59,0
2020-03-26 23:37:16,FALSE,FALSE,0,FALSE,2020-03-26 23:37:16,0
2020-03-27 11:01:37,TRUE,FALSE,0,FALSE,2020-03-27 11:01:37,0
2020-03-27 23:54:48,FALSE,FALSE,0,FALSE,2020-03-27 23:54:48,0
2020-03-28 10:59:53,TRUE,FALSE,0,FALSE,2020-03-28 10:59:53,0
2020-03-28 23:57:16,FALSE,FALSE,0,FALSE,2020-03-28 23:57:16,0
2020-03-29 11:04:53,TRUE,FALSE,0,FALSE,2020-03-29 11:04:53,0
2020-03-30 00:00:07,FALSE,FALSE,0,FALSE,2020-03-30 00:00:07,0
2020-03-30 11:07:21,TRUE,FALSE,0,FALSE,2020-03-30 11:07:21,0
2020-03-30 23:59:48,FALSE,FALSE,0,FALSE,2020-03-30 23:59:48,0
2020-03-31 10:57:59,TRUE,FALSE,0,FALSE,2020-03-31 10:57:59,0
2020-03-31 23:44:48,FALSE,FALSE,0,FALSE,2020-03-31 23:44:48,0
2020-04-01 10:47:21,TRUE,FALSE,0,FALSE,2020-04-01 10:47:21,0
2020-04-01 23:39:48,FALSE,FALSE,0,FALSE,2020-04-01 23:39:48,0
2020-04-02 10:52:21,TRUE,FALSE,0,FALSE,2020-04-02 10:52:21,0
2020-04-02 23:24:48,FALSE,FALSE,0,FALSE,2020-04-02 23:24:48,0
2020-04-03 10:42:21,TRUE,FALSE,0,FALSE,2020-04-03 10:42:21,0
2020-04-03 23:27:16,FALSE,FALSE,0,FALSE,2020-04-03 23:27:16,0
2020-04-04 10:51:50,TRUE,FALSE,0,FALSE,2020-04-04 10:51:50,0
2020-04-04 23:39:10,FALSE,FALSE,0,FALSE,2020-04-04 23:39:10,0
2020-04-05 11:12:59,TRUE,FALSE,0,FALSE,2020-04-05 11:12:59,0
2020-04-05 23:45:07,FALSE,FALSE,0,FALSE,2020-04-05 23:45:07,0
2020-04-06 11:27:21,TRUE,FALSE,0,FALSE,2020-04-06 11:27:21,0
2020-04-06 23:44:10,FALSE,FALSE,0,FALSE,2020-04-06 23:44:10,0
2020-04-07 11:26:43,TRUE,FALSE,0,FALSE,2020-04-07 11:26:43,0
2020-04-07 23:40:26,FALSE,FALSE,0,FALSE,2020-04-07 23:40:26,0
2020-04-08 11:12:02,TRUE,FALSE,0,FALSE,2020-04-08 11:12:02,0
2020-04-08 23:24:10,FALSE,FALSE,0,FALSE,2020-04-08 23:24:10,0
2020-04-09 11:04:53,TRUE,FALSE,0,FALSE,2020-04-09 11:04:53,0
2020-04-09 23:20:08,FALSE,FALSE,0,FALSE,2020-04-09 23:20:08,0
2020-04-10 11:04:54,TRUE,FALSE,0,FALSE,2020-04-10 11:04:54,0
2020-04-10 23:44:49,FALSE,FALSE,0,FALSE,2020-04-10 23:44:49,0
2020-04-11 11:14:54,TRUE,FALSE,0,FALSE,2020-04-11 11:14:54,0
2020-04-11 23:44:11,FALSE,FALSE,0,FALSE,2020-04-11 23:44:11,0
2020-04-12 11:18:00,TRUE,FALSE,0,FALSE,2020-04-12 11:18:00,0
2020-04-12 23:27:17,FALSE,FALSE,0,FALSE,2020-04-12 23:27:17,0
2020-04-13 11:23:00,TRUE,FALSE,0,FALSE,2020-04-13 11:23:00,0
2020-04-13 23:14:49,FALSE,FALSE,0,FALSE,2020-04-13 23:14:49,0
2020-04-14 11:02:22,TRUE,FALSE,0,FALSE,2020-04-14 11:02:22,0
2020-04-14 22:44:49,FALSE,FALSE,0,FALSE,2020-04-14 22:44:49,0
2020-04-15 11:14:54,TRUE,FALSE,0,FALSE,2020-04-15 11:14:54,0
2020-04-15 22:54:49,FALSE,FALSE,0,FALSE,2020-04-15 22:54:49,0
2020-04-16 11:21:44,TRUE,FALSE,0,FALSE,2020-04-16 11:21:44,0
2020-04-16 23:04:11,FALSE,FALSE,0,FALSE,2020-04-16 23:04:11,0
2020-04-17 11:18:00,TRUE,FALSE,0,FALSE,2020-04-17 11:18:00,0
2020-04-17 22:54:49,FALSE,FALSE,0,FALSE,2020-04-17 22:54:49,0
2020-04-18 11:32:22,TRUE,FALSE,0,FALSE,2020-04-18 11:32:22,0
2020-04-18 22:45:08,FALSE,FALSE,0,FALSE,2020-04-18 22:45:08,0
2020-04-19 11:19:54,TRUE,FALSE,0,FALSE,2020-04-19 11:19:54,0
2020-04-19 23:05:08,FALSE,FALSE,0,FALSE,2020-04-19 23:05:08,0
2020-04-20 11:34:54,TRUE,FALSE,0,FALSE,2020-04-20 11:34:54,0
2020-04-20 23:19:11,FALSE,FALSE,0,FALSE,2020-04-20 23:19:11,0
2020-04-21 11:42:03,TRUE,FALSE,0,FALSE,2020-04-21 11:42:03,0
2020-04-21 23:12:17,FALSE,FALSE,0,FALSE,2020-04-21 23:12:17,0
2020-04-22 11:54:54,TRUE,FALSE,0,FALSE,2020-04-22 11:54:54,0
2020-04-22 23:37:17,FALSE,FALSE,0,FALSE,2020-04-22 23:37:17,0
2020-04-23 11:57:03,TRUE,FALSE,0,FALSE,2020-04-23 11:57:03,0
2020-04-23 23:25:20,FALSE,FALSE,0,FALSE,2020-04-23 23:25:20,0
