"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2020-01-03 09:32:26,TRUE,FALSE,0,TRUE,2020-01-03 09:53:27,0
2020-01-04 01:32:22,FALSE,FALSE,0,FALSE,2020-01-04 01:32:22,0
2020-01-04 09:44:59,TRUE,FALSE,0,FALSE,2020-01-04 09:44:59,0
2020-01-05 01:47:22,FALSE,FALSE,0,FALSE,2020-01-05 01:47:22,0
2020-01-05 09:57:08,TRUE,FALSE,0,FALSE,2020-01-05 09:57:08,0
2020-01-06 01:44:54,FALSE,FALSE,0,FALSE,2020-01-06 01:44:54,0
2020-01-06 09:56:36,TRUE,FALSE,0,FALSE,2020-01-06 09:56:36,0
2020-01-07 01:39:16,FALSE,FALSE,0,FALSE,2020-01-07 01:39:16,0
2020-01-07 09:51:39,TRUE,FALSE,0,FALSE,2020-01-07 09:51:39,0
2020-01-08 01:37:22,FALSE,FALSE,0,FALSE,2020-01-08 01:37:22,0
2020-01-08 10:04:59,TRUE,FALSE,0,FALSE,2020-01-08 10:04:59,0
2020-01-09 01:06:09,FALSE,FALSE,0,TRUE,2020-01-09 01:06:09,0
2020-01-11 10:06:21,TRUE,FALSE,0,TRUE,2020-01-11 09:53:27,0
2020-01-12 01:22:23,FALSE,FALSE,0,FALSE,2020-01-12 01:22:23,0
2020-01-12 10:23:06,TRUE,FALSE,0,FALSE,2020-01-12 10:23:06,0
2020-01-13 01:55:46,FALSE,FALSE,0,FALSE,2020-01-13 01:55:46,0
2020-01-13 10:31:40,TRUE,FALSE,0,FALSE,2020-01-13 10:31:40,0
2020-01-14 02:10:14,FALSE,FALSE,0,FALSE,2020-01-14 02:10:14,0
2020-01-14 10:13:06,TRUE,FALSE,0,FALSE,2020-01-14 10:13:06,0
2020-01-15 02:05:39,FALSE,FALSE,0,FALSE,2020-01-15 02:05:39,0
2020-01-15 10:30:00,TRUE,FALSE,0,FALSE,2020-01-15 10:30:00,0
2020-01-16 02:19:17,FALSE,FALSE,0,FALSE,2020-01-16 02:19:17,0
2020-01-16 10:22:28,TRUE,FALSE,0,FALSE,2020-01-16 10:22:28,0
2020-01-17 01:59:55,FALSE,FALSE,0,FALSE,2020-01-17 01:59:55,0
2020-01-17 09:51:57,TRUE,FALSE,0,FALSE,2020-01-17 09:51:57,0
2020-01-18 01:09:17,FALSE,FALSE,0,FALSE,2020-01-18 01:09:17,0
2020-01-18 10:08:06,TRUE,FALSE,0,FALSE,2020-01-18 10:08:06,0
2020-01-19 01:04:17,FALSE,FALSE,0,FALSE,2020-01-19 01:04:17,0
2020-01-19 10:22:09,TRUE,FALSE,0,FALSE,2020-01-19 10:22:09,0
2020-01-20 01:40:14,FALSE,FALSE,0,FALSE,2020-01-20 01:40:14,0
2020-01-20 10:47:28,TRUE,FALSE,0,FALSE,2020-01-20 10:47:28,0
2020-01-21 02:27:23,FALSE,FALSE,0,FALSE,2020-01-21 02:27:23,0
2020-01-21 10:53:06,TRUE,FALSE,0,FALSE,2020-01-21 10:53:06,0
2020-01-22 02:27:23,FALSE,FALSE,0,FALSE,2020-01-22 02:27:23,0
2020-01-22 10:42:28,TRUE,FALSE,0,FALSE,2020-01-22 10:42:28,0
2020-01-23 02:24:17,FALSE,FALSE,0,FALSE,2020-01-23 02:24:17,0
2020-01-23 10:26:44,TRUE,FALSE,0,FALSE,2020-01-23 10:26:44,0
2020-01-24 01:52:23,FALSE,FALSE,0,FALSE,2020-01-24 01:52:23,0
2020-01-24 10:05:00,TRUE,FALSE,0,FALSE,2020-01-24 10:05:00,0
2020-01-25 01:17:23,FALSE,FALSE,0,FALSE,2020-01-25 01:17:23,0
2020-01-25 10:21:37,TRUE,FALSE,0,FALSE,2020-01-25 10:21:37,0
2020-01-26 00:59:34,FALSE,FALSE,0,TRUE,2020-01-26 00:51:43,0
2020-01-27 10:17:15,TRUE,FALSE,0,TRUE,2020-01-27 10:29:33,0
2020-01-28 01:09:35,FALSE,FALSE,0,TRUE,2020-01-28 01:06:09,0
2020-01-30 10:22:20,TRUE,FALSE,0,TRUE,2020-01-30 10:22:20,0
2020-01-31 01:20:15,FALSE,FALSE,0,FALSE,2020-01-31 01:20:15,0
2020-01-31 10:25:01,TRUE,FALSE,0,FALSE,2020-01-31 10:25:01,0
2020-02-01 01:29:18,FALSE,FALSE,0,FALSE,2020-02-01 01:29:18,0
2020-02-01 10:20:01,TRUE,FALSE,0,FALSE,2020-02-01 10:20:01,0
2020-02-02 01:24:56,FALSE,FALSE,0,FALSE,2020-02-02 01:24:56,0
2020-02-02 10:18:07,TRUE,FALSE,0,FALSE,2020-02-02 10:18:07,0
2020-02-03 01:44:18,FALSE,FALSE,0,FALSE,2020-02-03 01:44:18,0
2020-02-03 10:10:01,TRUE,FALSE,0,FALSE,2020-02-03 10:10:01,0
2020-02-04 01:19:18,FALSE,FALSE,0,FALSE,2020-02-04 01:19:18,0
2020-02-04 10:18:07,TRUE,FALSE,0,FALSE,2020-02-04 10:18:07,0
2020-02-05 01:04:56,FALSE,FALSE,0,FALSE,2020-02-05 01:04:56,0
2020-02-05 10:32:29,TRUE,FALSE,0,FALSE,2020-02-05 10:32:29,0
2020-02-06 01:19:56,FALSE,FALSE,0,FALSE,2020-02-06 01:19:56,0
