"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2019-12-14 00:41:19,FALSE,FALSE,0,FALSE,2019-12-14 05:05:45,0
2019-12-14 09:54:15,TRUE,FALSE,0,FALSE,2019-12-14 08:04:34,0
2019-12-15 01:13:51,FALSE,FALSE,0,FALSE,2019-12-15 01:13:51,0
2019-12-15 09:56:28,TRUE,FALSE,0,FALSE,2019-12-15 09:56:28,0
2019-12-16 01:03:51,FALSE,FALSE,0,FALSE,2019-12-16 01:03:51,0
2019-12-16 09:54:23,TRUE,FALSE,0,FALSE,2019-12-16 07:34:34,0
2019-12-17 00:48:51,FALSE,FALSE,0,FALSE,2019-12-17 00:48:51,0
2019-12-17 09:54:34,TRUE,FALSE,0,FALSE,2019-12-17 09:54:34,0
2019-12-18 00:45:45,FALSE,FALSE,0,FALSE,2019-12-18 00:45:45,0
2019-12-18 09:56:28,TRUE,FALSE,0,FALSE,2019-12-18 09:56:28,0
2019-12-19 00:45:45,FALSE,FALSE,0,FALSE,2019-12-19 00:45:45,0
2019-12-19 10:01:28,TRUE,FALSE,0,FALSE,2019-12-19 10:01:28,0
