"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2019-12-20 00:54:32,FALSE,FALSE,0,FALSE,2019-12-20 00:54:32,0
2019-12-20 09:59:36,TRUE,FALSE,0,FALSE,2019-12-20 09:59:36,0
2019-12-21 00:49:30,FALSE,FALSE,0,FALSE,2019-12-21 00:49:30,0
2019-12-21 09:54:35,TRUE,FALSE,0,FALSE,2019-12-21 09:54:35,0
2019-12-22 00:53:51,FALSE,FALSE,0,FALSE,2019-12-22 00:53:51,0
2019-12-22 09:54:33,TRUE,FALSE,0,FALSE,2019-12-22 09:54:33,0
2019-12-23 00:53:49,FALSE,FALSE,0,FALSE,2019-12-23 00:53:49,0
2019-12-23 09:54:31,TRUE,FALSE,0,FALSE,2019-12-23 09:54:31,0
2019-12-24 00:53:47,FALSE,FALSE,0,FALSE,2019-12-24 00:53:47,0
2019-12-24 09:56:57,TRUE,FALSE,0,FALSE,2019-12-24 09:56:57,0
2019-12-25 00:53:45,FALSE,FALSE,0,FALSE,2019-12-25 00:53:45,0
2019-12-25 09:51:56,TRUE,FALSE,0,FALSE,2019-12-25 09:51:56,0
