"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2019-12-14 00:44:41,FALSE,FALSE,0,FALSE,2019-12-14 00:44:41,0
2019-12-14 09:48:28,TRUE,FALSE,0,FALSE,2019-12-14 09:48:28,0
2019-12-15 00:52:42,FALSE,FALSE,0,FALSE,2019-12-15 00:52:42,0
2019-12-15 09:53:23,TRUE,FALSE,0,FALSE,2019-12-15 09:53:23,0
2019-12-16 00:52:36,FALSE,FALSE,0,FALSE,2019-12-16 00:52:36,0
2019-12-16 09:52:39,TRUE,FALSE,0,FALSE,2019-12-16 09:52:39,0
2019-12-17 00:52:31,FALSE,FALSE,0,FALSE,2019-12-17 00:52:31,0
2019-12-17 09:52:34,TRUE,FALSE,0,FALSE,2019-12-17 09:52:34,0
2019-12-18 00:49:19,FALSE,FALSE,0,FALSE,2019-12-18 00:49:19,0
2019-12-18 09:53:06,TRUE,FALSE,0,FALSE,2019-12-18 09:53:06,0
2019-12-19 00:49:14,FALSE,FALSE,0,FALSE,2019-12-19 00:49:14,0
2019-12-19 09:59:55,TRUE,FALSE,0,FALSE,2019-12-19 09:59:55,0
